PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),530 nm Activity,530 nm Potency (uM),530 nm Efficacy (%),460 nm Activity,460 nm Potency (uM),460 nm Efficacy (%),Blue (460 nm) auto fluorescence outcome,Sample Source
RESULT_TYPE,,,,,,,STRING,STRING,FLOAT,FLOAT,STRING,FLOAT,FLOAT,STRING,FLOAT,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,Type of compound activity based on both the GR agonist mode screen and the auto fluorescence counter screens.,Type of compound activity in the ratio readout of the GR agonist mode screen.,The concentration of sample yielding half-maximal activation in the ratio readout of the GR agonist mode screen.,Percent activation in the ratio readout of the GR agonist mode screen.,Type of compound activity in the 530 nm readout of the GR agonist mode screen.,The concentration of sample yielding half-maximal activation in the 530 nm readout of the GR agonist mode screen.,Percent activation in the 530 nm readout of the GR agonist mode screen.,Type of compound activity in the 460 nm readout of the GR agonist mode screen.,The concentration of sample yielding half-maximal activation in the 460 nm readout of the GR agonist mode screen.,Percent activation in the 460 nm readout of the GR agonist mode screen.,Type of compound activity in the auto fluorescence counter screens.,Where sample was obtained.
RESULT_UNIT,,,,,,,NONE,NONE,MICROMOLAR,PERCENT,NONE,MICROMOLAR,PERCENT,NONE,MICROMOLAR,PERCENT,NONE,NONE
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,,TRUE,,,,,,,,,
8722,144212275,80480,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8723,144212276,170530,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,36.7195,33.2101,inactive,,0,inactive,LightBiologicals
8724,144212277,60988,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8725,144212278,73812,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8726,144212279,6433266,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8727,144212280,3034351,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8728,144212281,18290,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8729,144212282,19079,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8730,144212283,82161,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8731,144212284,15666,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8732,144212285,15376,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
8733,144212286,5284486,Inconclusive,5,,,inconclusive,active agonist,54.941,207.801,inconclusive antagonist,48.9662,-102.735,inconclusive antagonist,46.2271,-39.2953,inactive,Sequoia
8734,144212287,64819,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
8735,144212288,6253,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
8736,144212289,5284503,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
8737,144212290,11843,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
8738,144212291,1549025,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
8739,144212292,20084,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
8740,144212293,6649,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
8741,144212294,95428,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
8742,144212295,41331,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
8743,144212296,94411,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
8744,144212297,101012,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
8745,144212298,2097895,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,43.6412,-34.8743,inactive,Enamine
8746,144212299,119716,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
8747,144212300,4044,Inconclusive,20,,,active antagonist,active antagonist,,-15.3331,inactive,,0,inconclusive antagonist,,0,inactive,Enamine
8748,144212301,93011,Inconclusive,5,,,inconclusive,active agonist,,14.0051,inactive,,0,inactive,,0,inactive,Enamine
8749,144212302,107202,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
8750,144212303,31208,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
8751,144212304,82162,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
8752,144212305,94617,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
8753,144212306,90282,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
8754,144212307,4843,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
8755,144212308,70962,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
8756,144212309,67274,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,fluorescent,Enamine
8757,144212310,644213,Inconclusive,5,,,inconclusive,inconclusive antagonist,,-13.8352,inactive,,0,inactive,,0,inactive,Enamine
8758,144212311,70381,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
8759,144212312,676486,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
8760,144212313,113033,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine
8761,144212314,32731,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8762,144212315,15109,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8763,144212316,66636,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8764,144212317,15337,Inconclusive,5,,,inconclusive,active agonist,6.91666,46.9578,active antagonist,3.60216,-67.0652,active antagonist,3.88952,-37.7037,inactive,LightBiologicals
8765,144212318,69297,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8766,144212319,2723866,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8767,144212320,27503,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8768,144212321,16683023,Inconclusive,5,,,inconclusive,active agonist,8.70756,40.6307,active antagonist,5.4941,-57.2715,inconclusive antagonist,,0,inactive,LightBiologicals
8769,144212322,17434,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8770,144212323,6143,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8771,144212324,3086172,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8772,144212325,6434236,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8773,144212326,13708,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8774,144212327,5365642,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8775,144212328,8171,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8776,144212329,36382,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8777,144212330,10890,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8778,144212331,11895,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8779,144212332,93502,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8780,144212333,11192,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8781,144212334,22833295,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8782,144212335,6741,Active,78,,,active agonist,active agonist,0.0210489,101.273,inconclusive antagonist,0.00346654,-36.6072,active agonist,0.0194938,122.14,inactive,LightBiologicals
8783,144212336,6603108,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8784,144212337,12328,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8785,144212338,7165,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8786,144212339,61163,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8787,144212340,8500,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8788,144212341,2361,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8789,144212342,7148,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8790,144212343,7060,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8791,144212344,20417,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8792,144212345,6480,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8793,144212346,10601,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8794,144212347,6961,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8795,144212348,8651,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8796,144212349,7392,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8797,144212350,12977,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8798,144212351,445070,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8799,144212352,892,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8800,144212353,14511,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8801,144212354,8567,Inconclusive,5,,,inconclusive,inconclusive,,0,inactive,,0,inactive,,0,inactive,Acros
8802,144212355,7151,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8803,144212356,18827,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8804,144212357,7149,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8805,144212358,6688,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8806,144212359,98282,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8807,144212360,92888,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8808,144212361,6773,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8809,144212362,70223,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8810,144212363,8919,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8811,144212364,2723,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8812,144212365,12062,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8813,144212366,8368,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8814,144212367,8179,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8815,144212368,1066,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8816,144212369,875,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8817,144212370,13345,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8818,144212371,13097,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8819,144212372,135191,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8820,144212373,15624,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8821,144212374,15538,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8822,144212375,78361,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8823,144212376,12368,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8824,144212377,15295,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8825,144212378,68527,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8826,144212379,6943,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8827,144212380,69484,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8828,144212381,83648,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,21.8724,91.4078,inconclusive antagonist,23.1684,-54.2226,inconclusive agonist,,0,inactive,Acros
8829,144212382,8753,Inconclusive,5,,,inconclusive,active agonist,33.5738,126.94,active antagonist,21.1836,-87.9163,active antagonist,14.4322,-41.3311,inactive,Acros
8830,144212383,2603,Inconclusive,10,,,inconclusive antagonist,inconclusive antagonist,,-15.3271,inconclusive antagonist,18.4033,-45.6004,active antagonist,13.8006,-47.2167,inactive,Acros
8831,144212384,14250,Inconclusive,5,,,inconclusive,active agonist,30.8616,121.664,active antagonist,21.0257,-85.8615,active antagonist,17.3547,-46.3823,inactive,Acros
8832,144212385,14310,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8833,144212386,61138,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8834,144212387,31298,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8835,144212388,408285,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8836,144212389,7400,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8837,144212390,14385,Active,46,,,active agonist,active agonist,0.308956,24.7108,inactive,,0,inconclusive agonist,1.94938,23.4338,inconclusive,Acros
8838,144212391,31018,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8839,144212392,21685,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8840,144212393,61055,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8841,144212394,75472,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8842,144212395,66623,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8843,144212396,31202,Inconclusive,5,,,inconclusive,active agonist,32.677,146.852,active antagonist,22.2626,-91.3666,active antagonist,18.7316,-42.2336,inactive,Acros
8844,144212397,8272,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8845,144212398,14233,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8846,144212399,23665771,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8847,144212400,222464,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8848,144212401,14249,Inconclusive,5,,,inconclusive,inconclusive,,0,inconclusive antagonist,48.9662,-74.5872,inconclusive antagonist,36.7195,-48.7244,inactive,Acros
8849,144212402,27872,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8850,144212403,16887,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8851,144212404,6099,Inconclusive,5,,,inconclusive,active agonist,,12.5564,inactive,,0,inactive,,0,inactive,Acros
8852,144212405,135442941,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8853,144212406,67322,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8854,144212407,246724,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8855,144212408,24671,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8856,144212409,62576,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8857,144212410,81080,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8858,144212411,3516,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8859,144212412,74904,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8860,144212413,23672329,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive,Acros
8861,144212414,15466,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8862,144212415,2734687,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8863,144212416,69311,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8864,144212417,91822,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8865,144212418,23668353,Inconclusive,5,,,inconclusive,inconclusive agonist,61.6448,21.607,inconclusive antagonist,58.1965,-54.4998,inactive,,0,inactive,Acros
8866,144212419,5702667,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8867,144212420,67215,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8868,144212421,7094,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8869,144212422,6451,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8870,144212423,6525,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8871,144212424,17429,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8872,144212425,190,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8873,144212426,7268,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8874,144212427,11907,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8875,144212428,3371,Inconclusive,5,,,inconclusive,inconclusive antagonist,,-11.412,inactive,,0,inactive,,0,inactive,Acros
8876,144212429,8140,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8877,144212430,21768,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8878,144212431,5795,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8879,144212432,62118,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8880,144212433,26030,Inconclusive,5,,,inconclusive,inconclusive agonist,24.5412,25.1779,active antagonist,11.6117,-55.735,inconclusive,,0,inactive,Acros
8881,144212434,17888,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8882,144212435,88043,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8883,144212436,9589,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8884,144212437,12087,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8885,144212438,16551,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8886,144212439,68023,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8887,144212440,7254,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8888,144212441,76092,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8889,144212442,78950,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8890,144212443,79571,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8891,144212444,8920,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8892,144212445,7337,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8893,144212446,5946,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8894,144212447,7034,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8895,144212448,23686673,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8896,144212449,37524,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8897,144212450,24773,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8898,144212451,7612,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8899,144212452,14529,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
8900,144212453,11569,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8901,144212454,444539,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8902,144212455,6285,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8903,144212456,597,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8904,144212457,17595,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8905,144212458,8955,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8906,144212459,11545,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8907,144212460,7119,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8908,144212461,96359,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8909,144212462,32484,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8910,144212463,70807,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8911,144212464,8925,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8912,144212465,9001,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8913,144212466,74236,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8914,144212467,90571,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8915,144212468,8507,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8916,144212469,11048,Inconclusive,5,,,inconclusive,active antagonist,26.2286,-24.1035,active agonist,46.6417,81.5876,inactive,,0,inactive,Acros
8917,144212470,26447,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8918,144212471,5833,Inconclusive,5,,,inconclusive,active antagonist,,-18.1724,inactive,,0,inactive,,0,inactive,Acros
8919,144212472,2724248,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8920,144212473,5819,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8921,144212474,93573,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8922,144212475,10434,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8923,144212476,9948,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8924,144212477,11093,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8925,144212478,171548,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
8926,144212479,62852,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
