PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,W460-Curve_Description,W460-Fit_LogAC50,W460-Fit_HillSlope,W460-Fit_R2,W460-Fit_InfiniteActivity,W460-Fit_ZeroActivity,W460-Fit_CurveClass,W460-Excluded_Points,W460-Max_Response,W460-Activity at 0.0004339325 uM,W460-Activity at 0.00129 uM,W460-Activity at 0.00384 uM,W460-Activity at 0.00491 uM,W460-Activity at 0.012 uM,W460-Activity at 0.034 uM,W460-Activity at 0.057 uM,W460-Activity at 0.106 uM,W460-Activity at 0.314 uM,W460-Activity at 0.650 uM,W460-Activity at 0.975 uM,W460-Activity at 2.847 uM,W460-Activity at 4.858 uM,W460-Activity at 8.475 uM,W460-Activity at 24.77 uM,W460-Activity at 36.32 uM,W460-Activity at 76.79 uM,W460-Activity at 182.0 uM,W460-Activity at 407.0 uM,W460-Activity at 910.0 uM,W460-Activity at 2034.7 uM,W460-Activity at 4832.4 uM,W460-Activity at 10805.3 uM,W460-Activity at 24160.5 uM,W460-Activity at 54023.0 uM,Ratio-Curve_Description,Ratio-Fit_LogAC50,Ratio-Fit_HillSlope,Ratio-Fit_R2,Ratio-Fit_InfiniteActivity,Ratio-Fit_ZeroActivity,Ratio-Fit_CurveClass,Ratio-Excluded_Points,Ratio-Max_Response,Ratio-Activity at 0.0004339325 uM,Ratio-Activity at 0.00129 uM,Ratio-Activity at 0.00384 uM,Ratio-Activity at 0.00491 uM,Ratio-Activity at 0.012 uM,Ratio-Activity at 0.034 uM,Ratio-Activity at 0.057 uM,Ratio-Activity at 0.106 uM,Ratio-Activity at 0.314 uM,Ratio-Activity at 0.650 uM,Ratio-Activity at 0.975 uM,Ratio-Activity at 2.847 uM,Ratio-Activity at 4.858 uM,Ratio-Activity at 8.475 uM,Ratio-Activity at 24.77 uM,Ratio-Activity at 36.32 uM,Ratio-Activity at 76.79 uM,Ratio-Activity at 182.0 uM,Ratio-Activity at 407.0 uM,Ratio-Activity at 910.0 uM,Ratio-Activity at 2034.7 uM,Ratio-Activity at 4832.4 uM,Ratio-Activity at 10805.3 uM,Ratio-Activity at 24160.5 uM,Ratio-Activity at 54023.0 uM,W530-Curve_Description,W530-Fit_LogAC50,W530-Fit_HillSlope,W530-Fit_R2,W530-Fit_InfiniteActivity,W530-Fit_ZeroActivity,W530-Fit_CurveClass,W530-Excluded_Points,W530-Max_Response,W530-Activity at 0.0004339325 uM,W530-Activity at 0.00129 uM,W530-Activity at 0.00384 uM,W530-Activity at 0.00491 uM,W530-Activity at 0.012 uM,W530-Activity at 0.034 uM,W530-Activity at 0.057 uM,W530-Activity at 0.106 uM,W530-Activity at 0.314 uM,W530-Activity at 0.650 uM,W530-Activity at 0.975 uM,W530-Activity at 2.847 uM,W530-Activity at 4.858 uM,W530-Activity at 8.475 uM,W530-Activity at 24.77 uM,W530-Activity at 36.32 uM,W530-Activity at 76.79 uM,W530-Activity at 182.0 uM,W530-Activity at 407.0 uM,W530-Activity at 910.0 uM,W530-Activity at 2034.7 uM,W530-Activity at 4832.4 uM,W530-Activity at 10805.3 uM,W530-Activity at 24160.5 uM,W530-Activity at 54023.0 uM,Compound QC
2737,26757836,22833317,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164417-01/24056291,,Inactive,,,,,,,,,,4,,-0.4045,,-11.9311,1.645,-11.7682,-7.3077,-8.5114,-4.6204,-2.7453,-4.8991,-4.4226,-1.2746,-6.1373,-4.3198,,-9.0077,1.5213,-0.4045,,,,,,,,,,,,,,,4,,-3.7717,,-0.5129,-3.4999,6.6305,4.4418,-6.2976,13.634,-6.6017,-3.1778,4.669,-6.3239,15.9745,-2.1329,,-3.7984,-4.8622,-3.7717,,,,,,,,,,,,,,,4,1 1 0 0 0 0 0 0 0 1 0 0 0 0 0,1.5936,,-32.4474,1.4647,-43.0853,-35.6888,-17.4618,-41.7977,1.6957,-7.7122,-25.0133,6.6275,-45.7153,-11.921,,-16.3886,10.6873,1.5936,,,,,,,,,QC'd by SigmaAldrich
2738,26757837,24752,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164418-01/24055899,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 1 0 1 0 1,0.1032,,-6.2991,-12.6153,-3.5405,1.075,-7.4926,-7.8015,-5.6511,-2.0466,1.3342,3.849,-8.8477,5.6238,,-3.7257,13.3612,0.1032,,,,,,,,,,,,,,,4,,5.0666,,11.0575,25.9315,8.4633,-0.4835,6.2375,7.7708,17.3419,-1.4611,1.8345,2.7778,37.8715,4.0735,,3.1213,6.3096,5.0666,,,,,,,,,,,,,,,4,,-17.6837,,-43.9859,-73.1647,-31.3685,-5.1872,-41.4451,-44.5507,-53.6378,1.4329,-0.9577,-2.6547,-74.3087,-8.2779,,-22.1837,11.4475,-17.6837,,,,,,,,,QC'd by SigmaAldrich
2739,26757838,6490,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164419-01/24056532,,Inactive,,,,,,,,,,4,,1.7028,,-5.7212,-0.398,0.2059,-2.3805,-8.4913,-6.3945,1.0974,2.5291,-1.1303,7.9315,-0.4175,-2.7086,,-1.2834,4.9645,1.7028,,,,,,,,,,,,,,,4,,-3.7543,,-6.1754,-4.2267,12.2341,-6.322,3.8836,2.586,-7.7236,-4.4084,-7.0839,3.9303,-1.6296,-3.5328,,-5.3581,-5.7849,-3.7543,,,,,,,,,,,,,,,4,1 0 0 0 1 0 0 0 0 0 0 0 0 0 0,3.0659,,-8.172,-2.9041,-27.9927,-4.1563,-37.7363,-31.8891,12.0546,11.9443,11.3113,-0.8019,-7.788,-4.8924,,2.3514,19.34,3.0659,,,,,,,,,QC'd by SigmaAldrich
2740,26757839,9908833,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164420-01/24055715,,Inactive,,,,,,,,,,4,,6.3058,,-1.4075,-0.6982,5.2909,6.717,-0.1142,4.1016,0.6092,-10.1254,-3.0003,11.5332,0.7209,4.1696,,-5.6528,2.0243,6.3058,,,,,,,,,,,,,,,4,,5.1457,,-2.2297,2.6208,7.2353,-0.3393,0.5731,10.3116,1.688,15.1664,0.0827,4.7778,3.2571,3.7331,,3.6367,8.2902,5.1457,,,,,,,,,,,,,,,4,,-0.6726,,0.6267,-14.7448,-6.0084,10.9626,-9.6368,-21.2922,-8.4305,-53.3647,-5.9677,12.3268,-10.8858,-5.0754,,-22.7046,-20.356,-0.6726,,,,,,,,,QC'd by SigmaAldrich
2741,26757840,441477,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164421-01/24056399,,Inactive,,,,,,,,,,4,,-4.4423,,-4.4116,1.423,5.2979,-11.4144,-2.5774,2.6593,-3.2373,-8.4763,-3.6557,-7.9326,-5.4552,-3.9027,,-10.0932,-0.7867,-4.4423,,,,,,,,,,,,,,,4,,-2.9592,,-3.2163,-0.9411,0.8873,0.0931,-5.1199,-1.2625,3.9915,-3.593,-2.747,2.6667,-1.3965,-1.8359,,-4.1466,-4.0162,-2.9592,,,,,,,,,,,,,,,4,,-11.7999,,-12.2787,-7.4536,6.2544,-42.0053,-4.5893,0.094,-29.9958,-15.8828,-4.3577,-36.3523,-19.804,-15.5524,,-20.6607,4.0931,-11.7999,,,,,,,,,QC'd by SigmaAldrich
2742,26757841,23287279,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164422-01/24056614,,Inconclusive,1.4125,26.6902,,,,,,,,4,,4.0452,,-4.9616,-3.1376,3.3789,9.261,-4.8691,3.0901,5.0787,-5.2259,-0.3299,5.7623,-6.3402,-6.4955,,-3.187,-2.2815,4.0452,,,,,,,,,,,,,,,4,,1.6987,,3.7927,0.9921,-0.5161,-0.0961,8.0065,0.8835,-0.1966,6.5407,2.8913,5.2222,15.3682,2.8503,,4.3299,2.2783,1.6987,,,,,,,,,Complete curve; partial efficacy; poor fit,-5.85,3.132,0.4065,-27.4806,-0.7904,-1.4,0 0 0 0 1 0 0 1 0 0 0 0 0 0 1,2.6219,,-26.5906,-16.7335,15.4634,16.9524,-39.4696,0.1237,10.483,-31.0875,-8.5924,-4.5171,-50.952,-23.3307,,-21.0009,-18.173,2.6219,,,,,,,,,QC'd by SigmaAldrich
2743,26757842,16700,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164423-01/24055588,,Inactive,,,,,,,,,,4,,-2.8799,,-6.5749,-4.4351,3.601,-2.7545,-7.9643,-3.349,-6.6377,-4.1502,-2.2787,-3.5106,-6.0499,-15.3884,,-0.2059,-4.3461,-2.8799,,,,,,,,,,,,,,,4,,-0.8685,,-3.1176,-1.119,-2.6272,2.8739,-1.5538,1.4069,2.7137,1.6488,-2.9433,1.3333,-1.6667,0.4254,,-0.9509,0.2751,-0.8685,,,,,,,,,,,,,,,4,,-6.6786,,-7.7422,-10.2063,26.6116,-19.387,-22.6755,-15.8957,-26.7075,-11.686,10.0626,-14.1442,-11.3852,-30.6549,,2.4777,-14.4957,-6.6786,,,,,,,,,QC'd by SigmaAldrich
2744,26757843,16682730,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164424-01/24056890,,Inconclusive,,,,Complete curve; partial efficacy; poor fit,-5.5,4.9549,0.6223,-22.7802,-4,-1.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1,-6.6589,,-8.7907,-6.7166,-8.2266,-5.0552,-9.2002,-4.9053,-9.1995,-4.3007,-5.0671,4.577,-11.6677,-26.6057,,-30.2335,-11.4316,-6.6589,,,,,,,,,,,,,,,4,,-1.0297,,-3.9122,1.635,6.9262,-1.4148,3.9457,-0.2273,-1.5064,-2.8983,-0.7558,1.3269,3.5862,2.7068,,-10.4447,-7.2372,-1.0297,,,,,,,,,,,,,,,4,,-12.9573,,-6.4335,-20.4392,-32.7507,-9.4302,-35.097,-11.517,-19.2639,9.5037,-1.0088,13.0615,-36.4446,-55.4016,,-34.8103,-5.7989,-12.9573,,,,,,,,,QC'd by SigmaAldrich
2745,26757844,16684434,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164425-01/24056351,,Inconclusive,39.8107,58.772,,,,,,,,4,,6.583,,-5.5642,3.2476,-0.6769,0.3855,-4.204,4.9711,1.0094,2.9681,-2.752,3.8069,5.6271,12.7109,,8.4607,-9.8887,6.583,,,,,,,,,,,,,,,4,0 0 0 0 1 0 0 0 0 0 0 0 1 0 0,-11.365,,4.0437,6.599,3.0803,-1.3453,-8.4866,-5.5582,11.1026,-4.4944,3.7967,-6,-1.7473,8.762,,17.4329,-17.2125,-11.365,,,,,,,,,Partial curve; partial efficacy; poor fit,-4.4,4.9549,0.5752,59.8109,1.0389,2.4,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0,57.9858,,-18.6185,-9.6163,-6.354,-0.7811,3.6338,24.8597,-19.199,23.2271,-12.442,24.9079,16.8566,4.9177,,-13.2847,19.9497,57.9858,,,,,,,,,QC'd by SigmaAldrich
2746,26757845,29194,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164426-01/24055654,,Inconclusive,0.005,36.9572,,,,,,,,4,,8.1941,,0.3058,3.8116,9.9579,8.3687,7.5464,4.711,6.9664,4.659,1.6082,1.4773,6.9214,6.1475,,5.7249,5.5602,8.1941,,,,,,,,,,,,,,,4,,-2.398,,5.7977,0.4301,-0.2242,-0.0094,5.9773,1.09,-0.6517,-3.6469,5.5208,-4.3397,3.2594,-1.6865,,-1.8558,-0.8726,-2.398,,,,,,,,,Complete curve; partial efficacy; poor fit,-8.3,0.5,0.514,22.1731,-14.7841,1.4,0 0 1 0 0 0 0 0 1 0 0 0 0 0 0,30.9893,,-12.3201,7.2618,34.2336,17.4802,-0.3102,6.0081,18.9187,31.8626,-7.2282,15.9315,8.3169,23.5636,,23.1317,16.9393,30.9893,,,,,,,,,QC'd by SigmaAldrich
2747,26757846,6529,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164427-01/24055580,,Inactive,,,,,,,,,,4,,0.7536,,-7.054,-3.7532,2.8427,16.4913,-2.4518,0.1172,-0.527,3.4569,0.0869,3.5412,0.0987,-7.7122,,-0.6298,1.2089,0.7536,,,,,,,,,,,,,,,4,,-10.3433,,-8.9242,11.4918,-7.0074,-3.5535,-8.2735,-1.3116,-7.8625,-5.1901,-1.0486,-6.8027,-5.709,-6.9989,,-9.7502,-5.6096,-10.3433,,,,,,,,,,,,,,,4,,31.1051,,6.626,-25.4594,32.6177,44.6544,9.8875,1.2665,17.8871,28.1493,6.7838,27.8619,15.6247,6.9964,,30.6118,16.9387,31.1051,,,,,,,,,QC'd by SigmaAldrich
2748,26757847,61460,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164428-01/24056721,,Inactive,,,,,,,,,,4,,0.9264,,-2.3445,-4.7947,-3.0515,-2.4074,-3.873,2.2463,-5.7389,-6.4513,-7.5006,-3.0317,-3.9035,-0.9876,,-0.5939,-0.2196,0.9264,,,,,,,,,,,,,,,4,,-5.5603,,0.8569,-3.5949,4.8531,-0.3431,-2.0348,4.4168,-1.6557,1.4473,-1.9803,3.0623,4.7965,2.7108,,1.3568,-4.2322,-5.5603,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,19.1073,,-16.7505,-9.1206,-24.1124,-17.2559,-15.706,-15.8044,-19.0085,-23.5354,-15.5677,-23.3022,-29.9788,-18.9858,,-14.7838,10.2162,19.1073,,,,,,,,,QC'd by SigmaAldrich
2749,26757848,27461,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164429-01/24056042,,Inconclusive,0.8913,26.1922,,,,,,,,4,,8.1218,,-0.0863,8.8822,3.8324,9.6306,4.6631,2.9217,1.8342,-3.5217,1.4832,12.4798,12.2333,12.7795,,14.1047,7.3171,8.1218,,,,,,,,,,,,,,,4,,-0.9534,,9.9454,0.5081,15.472,1.3303,-1.8748,-0.0335,-6.5171,-0.9596,1.4775,-3,-0.3813,-1.3133,,0.1875,12.4326,-0.9534,,,,,,,,,Complete curve; partial efficacy; poor fit,-6.05,4.9549,0.5699,31.1899,4.9976,1.4,1 0 0 0 0 0 0 0 0 0 0 0 0 1 0,21.8336,,-18.4831,16.8797,-18.4232,14.187,10.4991,2.5132,20.6751,-5.6395,1.8244,41.9987,30.8753,32.27,,29.6473,-10.2635,21.8336,,,,,,,,,QC'd by SigmaAldrich
2750,26757849,656678,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164430-01/24056655,,Inactive,,,,,,,,,,4,,-3.079,,-6.0442,0.4303,3.0109,-0.7219,-8.4555,4.5612,-1.0084,-3.2917,-3.0373,2.4413,-3.5396,-3.882,,2.7634,-2.2687,-3.079,,,,,,,,,,,,,,,4,,1.9565,,-5.906,-2.2755,-11.035,-8.2256,0.8098,-6.6473,-11.142,-9.324,-6.2475,-9.2617,-12.4534,-11.7651,,-9.3946,-4.4558,1.9565,,,,,,,,,,,,,,,4,0 0 1 0 1 0 0 0 0 0 0 0 0 0 1,-26.9061,,-17.0921,-14.1301,26.2119,-3.9336,-37.5907,7.6104,6.8236,1.3293,-6.9052,11.8884,6.6196,6.5094,,11.9902,-14.011,-26.9061,,,,,,,,,QC'd by SigmaAldrich
2751,26757850,17100,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164431-01/24056433,,Inactive,,,,,,,,,,4,,-0.74,,2.5603,1.7616,5.6418,0.0625,-9.882,1.435,6.6551,0.2555,3.6916,0.6256,-3.9665,-9.6036,,-0.9613,-0.367,-0.74,,,,,,,,,,,,,,,4,,2.2919,,2.5562,3.0255,4.0169,5.4195,1.4086,0.7177,5.2987,1.9843,3.1665,2.6748,4.775,-0.7906,,3.9236,4.7697,2.2919,,,,,,,,,,,,,,,4,0 0 0 1 1 0 0 0 0 0 0 0 0 0 0,-7.371,,4.1125,-0.7614,14.1895,-16.0557,-36.278,4.6929,4.3497,5.044,12.4203,-3.0718,-21.0468,-9.9534,,-6.225,-13.4524,-7.371,,,,,,,,,QC'd by SigmaAldrich
2752,26757851,19518,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164432-01/24055828,,Inactive,,,,,,,,,,4,,3.9094,,-12.1598,6.4744,-6.1746,-6.1676,-8.1894,-0.471,-4.5485,-5.6953,8.842,2.3679,-5.3671,-4.5583,,-3.8479,0.7158,3.9094,,,,,,,,,,,,,,,4,,2.8193,,4.6344,5.8427,-3.0853,1.1046,3.9086,-0.6185,3.0022,-0.8437,3.7297,-0.9465,0.3585,-1.0576,,-0.6486,-2.0285,2.8193,,,,,,,,,,,,,,,4,,7.0845,,-36.324,-2.1499,3.2949,-19.5433,-31.082,3.3321,-18.4527,-3.364,20.6209,14.9494,-11.0155,-2.5199,,-2.5193,15.7754,7.0845,,,,,,,,,QC'd by SigmaAldrich
2753,26757852,12329,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164433-01/24055821,,Inactive,,,,,,,,,,4,,-0.0002,,-6.6469,-3.4156,0.9691,-0.4716,2.8093,-0.8995,4.6044,0.3677,-0.3954,2.8149,1.2043,-3.5143,,-7.6551,0.6579,-0.0002,,,,,,,,,,,,,,,4,,12.4757,,-1.0159,1.7889,5.0102,1.2583,1.0883,2.1165,1.2735,1.2721,6.4917,4.3333,0.8126,1.4049,,5.1118,1.3689,12.4757,,,,,,,,,,,,,,,4,0 0 0 0 0 0 1 0 0 0 0 0 0 1 0,-28.9469,,-9.663,-11.6591,-4.0852,-5.1153,3.6122,-7.8947,12.4911,7.7781,-12.2124,-1.902,6.8964,-5.3482,,-24.0622,2.0653,-28.9469,,,,,,,,,QC'd by SigmaAldrich
2754,26757853,657302,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164434-01/24056209,,Inactive,,,,,,,,,,4,,-3.9817,,7.4019,-2.2142,4.3628,1.6653,2.9287,-2.7725,-0.9165,-2.1949,0.609,-2.434,-12.9048,-4.9043,,-4.426,-1.4222,-3.9817,,,,,,,,,,,,,,,4,,-12.7253,,-11.5412,-8.0965,-10.4021,-1.4805,-11.9561,-10.2772,-13.4957,-12.6387,-9.7778,-11,-12.7081,-15.4054,,-13.0395,-11.0022,-12.7253,,,,,,,,,,,,,,,4,,-6.1883,,17.4701,-15.8276,14.5884,-22.5276,6.1074,-11.1864,3.5298,4.2713,2.7568,-6.2767,-28.6028,3.1222,,-3.4493,-3.8556,-6.1883,,,,,,,,,QC'd by SigmaAldrich
2755,26757854,9912,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164435-01/24055663,,Inactive,,,,,,,,,,4,,4.8206,,-3.4962,3.6196,7.7551,5.0047,-5.0735,5.397,1.6982,-6.948,2.2411,-0.0296,-2.5297,1.063,,1.1764,7.0004,4.8206,,,,,,,,,,,,,,,4,,-13.1106,,-8.5513,-13.787,-9.869,-13.5323,-7.4158,-16.0804,-15.4146,-3.6459,-12.4518,-15.7095,-9.8947,-7.2293,,-9.6447,-18.9382,-13.1106,,,,,,,,,,,,,,,4,,-4.2445,,-32.5858,-9.5528,-2.6852,-8.7754,-40.9852,3.3636,-8.3808,-45.2947,-9.1755,-10.4611,-29.4383,-25.297,,-20.8586,22.0139,-4.2445,,,,,,,,,QC'd by SigmaAldrich
2756,26757855,44134382,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164436-01/24056780,,Inconclusive,44.6684,60.0852,,,,,,,,4,,-19.4204,,-11.4234,-3.3587,-1.6014,-1.4096,-3.2783,-3.7639,-3.9971,-4.5749,-6.0117,-4.8418,-3.283,-3.6433,,-1.0633,-13.3167,-19.4204,,,,,,,,,,,,,,,4,,13.0885,,2.414,-1.9179,9.3162,-0.0658,-3.7571,-1.0421,-0.3952,5.0598,5.7732,-2.8226,-1.694,-2.81,,-1.0271,-7.6187,13.0885,,,,,,,,,Partial curve; high efficacy; poor fit,-4.35,4.4495,0.7445,-84.3077,-24.2225,-2.3,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-89.0331,,-50.1625,-19.2109,-40.6269,-23.8426,-17.4599,-24.914,-27.1293,-37.4983,-43.1383,-20.2394,-18.1224,-13.9266,,-15.3657,-33.338,-89.0331,,,,,,,,,QC'd by InterBioScreen
2757,26757856,76302,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164437-01/24055830,,Inactive,,,,,,,,,,4,,10.4331,,-2.3457,-5.2028,8.3078,2.3185,-4.4619,1.3811,-4.8521,3.3353,0.1477,10.8645,2.6584,-4.6337,,-4.0755,3.3569,10.4331,,,,,,,,,,,,,,,4,,1.1669,,0.878,-0.2811,4.2938,4.3063,1.3017,3.4431,0.0214,2.7986,4.7163,8.2222,5.512,0.9275,,0.9816,2.5782,1.1669,,,,,,,,,,,,,,,4,0 0 1 0 0 0 0 0 0 0 0 0 0 0 0,26.1852,,-12.9354,-17.995,11.4562,-16.4199,-27.7191,-14.5842,-21.4938,2.0455,-14.1756,-1.3751,-14.6735,-14.167,,-13.3224,-2.6419,26.1852,,,,,,,,,QC'd by SigmaAldrich
2758,26757857,20392,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164438-01/24056629,,Inactive,,,,,,,,,,4,,1.3422,,-13.2476,-1.2171,-0.9411,7.8883,3.4958,2.4485,-8.0242,-3.2576,-2.5106,5.8201,-6.2725,1.3111,,2.901,-0.8562,1.3422,,,,,,,,,,,,,,,4,,-3.1544,,-7.4128,-0.3503,5.8817,2.8061,-2.6577,0.634,-4.904,6.2124,4.3777,0.5148,0.7479,-2.0547,,-1.2636,-0.2177,-3.1544,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 1 1 0 0 0 0,10.5889,,-17.3397,-6.6131,-19.5468,3.3755,10.0267,-1.4799,-15.4965,-25.5197,-19.2403,11.1494,-23.6688,10.8153,,10.6692,-7.2997,10.5889,,,,,,,,,QC'd by SigmaAldrich
2759,26757858,13022500,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164439-01/24056540,,Inactive,,,,,,,,,,4,,2.1643,,-2.3428,-2.8299,-4.0196,-2.7292,7.1165,0.703,10.6219,-7.1979,3.8847,2.4973,2.1599,-5.2146,,2.054,5.1566,2.1643,,,,,,,,,,,,,,,4,,0.2809,,-0.3452,0.1428,-2.1491,2.4414,-0.0369,-2.7161,4.8974,0.0873,4.3546,3.6667,0.6993,0.6597,,0.9018,0.7152,0.2809,,,,,,,,,,,,,,,4,,1.2828,,-6.6751,-10.9945,-2.9103,-20.7989,13.4734,6.9454,9.5421,-20.3434,0.2734,-7.4406,2.5317,-10.4883,,4.0015,11.0192,1.2828,,,,,,,,,QC'd by SigmaAldrich
2760,26757859,12309465,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164440-01/24055802,,Inactive,,,,,,,,,,4,,-8.6922,,-11.3869,-1.7198,2.1032,-4.68,-3.5146,-0.9031,-1.2936,-0.9144,-13.8482,-3.8082,-10.7984,-12.1967,,-4.6519,-6.4679,-8.6922,,,,,,,,,,,,,,,4,,-5.5847,,-8.7971,-2.0348,-2.8436,-1.5255,-4.6702,-3.1272,-1.8803,-3.5888,-6.1466,-5.8889,-4.0087,-5.9089,,-3.3197,-9.5146,-5.5847,,,,,,,,,,,,,,,4,,-7.3418,,-0.05,1.5381,22.9007,-9.3711,2.2485,7.5761,2.7917,16.4159,-13.9335,10.0571,-14.5098,-5.4411,,2.0025,16.2309,-7.3418,,,,,,,,,QC'd by SigmaAldrich
2761,26757860,115224,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164441-01/24056009,,Inactive,,,,,,,,,,4,,-1.6774,,-0.7033,-0.834,1.5832,-0.0777,0.8123,-8.7815,-0.7504,-3.6637,-6.3829,-1.925,1.0747,0.8063,,-7.1327,-2.3357,-1.6774,,,,,,,,,,,,,,,4,,0.0374,,-5.9334,-1.928,2.0039,9.0905,-7.6642,17.0635,2.8635,1.372,-2.3724,-1.2519,1.5542,-4.0496,,-6.2662,-6.9002,0.0374,,,,,,,,,,,,,,,4,,-11.9156,,12.148,-3.8799,-3.0005,-29.1218,16.8452,-54.7283,-16.9212,-15.0262,-12.3438,-8.2091,-7.3452,10.88,,0.9494,9.7478,-11.9156,,,,,,,,,QC'd by SigmaAldrich
2762,26757861,24180709,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164442-01/24056821,,Inactive,,,,,,,,,,4,,0.0463,,-2.0989,-8.8268,3.5288,1.1523,0.8867,-3.309,-5.003,-0.6066,0.9695,3.7902,3.288,-0.7762,,-5.1725,-3.5796,0.0463,,,,,,,,,,,,,,,4,,-6.2372,,-11.8973,-13.0668,-6.4781,-7.2973,-9.3228,1.8551,-8.7179,-11.1765,-8.617,-13.3333,-10.2179,-7.6987,,-13.272,-9.2449,-6.2372,,,,,,,,,,,,,,,4,,4.2898,,16.8606,0.3463,19.2256,6.1904,11.3097,-21.3758,-3.9023,24.1385,19.6082,40.407,26.6057,9.4805,,17.6465,1.6093,4.2898,,,,,,,,,QC'd by SigmaAldrich
2763,26757862,54680782,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00164443-01/24056200,,Inactive,,,,,,,,,,4,,-10.9403,,-18.5651,-10.9732,-4.8001,-13.8194,-17.9985,-8.0915,-9.9337,-10.9039,-7.3923,14.9316,-7.9922,-9.0828,,-6.5854,-10.7109,-10.9403,,,,,,,,,,,,,,,4,,-1.7486,,4.812,-3.9842,-1.1813,0.1381,-4.1304,-0.0349,3.8419,-5.2418,0.5154,7,-2.2353,-3.0981,,-1.8664,2.6127,-1.7486,,,,,,,,,,,,,,,4,,-33.3496,,-60.8209,-24.969,-10.8505,-46.5682,-50.1522,-31.1121,-44.0528,-14.1286,-23.613,7.0631,-21.2663,-19.1178,,-18.1937,-43.3287,-33.3496,,,,,,,,,QC'd by SigmaAldrich
