PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,W460-Curve_Description,W460-Fit_LogAC50,W460-Fit_HillSlope,W460-Fit_R2,W460-Fit_InfiniteActivity,W460-Fit_ZeroActivity,W460-Fit_CurveClass,W460-Excluded_Points,W460-Max_Response,W460-Activity at 0.0004339325 uM,W460-Activity at 0.00129 uM,W460-Activity at 0.00384 uM,W460-Activity at 0.00491 uM,W460-Activity at 0.012 uM,W460-Activity at 0.034 uM,W460-Activity at 0.057 uM,W460-Activity at 0.106 uM,W460-Activity at 0.314 uM,W460-Activity at 0.650 uM,W460-Activity at 0.975 uM,W460-Activity at 2.847 uM,W460-Activity at 4.858 uM,W460-Activity at 8.475 uM,W460-Activity at 24.77 uM,W460-Activity at 36.32 uM,W460-Activity at 76.79 uM,W460-Activity at 182.0 uM,W460-Activity at 407.0 uM,W460-Activity at 910.0 uM,W460-Activity at 2034.7 uM,W460-Activity at 4832.4 uM,W460-Activity at 10805.3 uM,W460-Activity at 24160.5 uM,W460-Activity at 54023.0 uM,Ratio-Curve_Description,Ratio-Fit_LogAC50,Ratio-Fit_HillSlope,Ratio-Fit_R2,Ratio-Fit_InfiniteActivity,Ratio-Fit_ZeroActivity,Ratio-Fit_CurveClass,Ratio-Excluded_Points,Ratio-Max_Response,Ratio-Activity at 0.0004339325 uM,Ratio-Activity at 0.00129 uM,Ratio-Activity at 0.00384 uM,Ratio-Activity at 0.00491 uM,Ratio-Activity at 0.012 uM,Ratio-Activity at 0.034 uM,Ratio-Activity at 0.057 uM,Ratio-Activity at 0.106 uM,Ratio-Activity at 0.314 uM,Ratio-Activity at 0.650 uM,Ratio-Activity at 0.975 uM,Ratio-Activity at 2.847 uM,Ratio-Activity at 4.858 uM,Ratio-Activity at 8.475 uM,Ratio-Activity at 24.77 uM,Ratio-Activity at 36.32 uM,Ratio-Activity at 76.79 uM,Ratio-Activity at 182.0 uM,Ratio-Activity at 407.0 uM,Ratio-Activity at 910.0 uM,Ratio-Activity at 2034.7 uM,Ratio-Activity at 4832.4 uM,Ratio-Activity at 10805.3 uM,Ratio-Activity at 24160.5 uM,Ratio-Activity at 54023.0 uM,W530-Curve_Description,W530-Fit_LogAC50,W530-Fit_HillSlope,W530-Fit_R2,W530-Fit_InfiniteActivity,W530-Fit_ZeroActivity,W530-Fit_CurveClass,W530-Excluded_Points,W530-Max_Response,W530-Activity at 0.0004339325 uM,W530-Activity at 0.00129 uM,W530-Activity at 0.00384 uM,W530-Activity at 0.00491 uM,W530-Activity at 0.012 uM,W530-Activity at 0.034 uM,W530-Activity at 0.057 uM,W530-Activity at 0.106 uM,W530-Activity at 0.314 uM,W530-Activity at 0.650 uM,W530-Activity at 0.975 uM,W530-Activity at 2.847 uM,W530-Activity at 4.858 uM,W530-Activity at 8.475 uM,W530-Activity at 24.77 uM,W530-Activity at 36.32 uM,W530-Activity at 76.79 uM,W530-Activity at 182.0 uM,W530-Activity at 407.0 uM,W530-Activity at 910.0 uM,W530-Activity at 2034.7 uM,W530-Activity at 4832.4 uM,W530-Activity at 10805.3 uM,W530-Activity at 24160.5 uM,W530-Activity at 54023.0 uM,Compound QC
2723,26757822,1549133,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164403-01/24061502,,Inhibitor,17.7828,35.6078,,Partial curve; partial efficacy; poor fit,-4.85,4.4495,0.8044,-67.5407,-7.3995,-2.4,0 0 0 0 1 0 0 0 0 0 0 0 0 0 1,-37.2948,,-7.4105,-27.8719,-18.1289,-0.0063,-31.8785,-2.7235,5.3788,-11.7149,-4.3377,-14.3024,-14.8405,-1.5574,,-43.2856,-68.6165,-37.2948,,,,,,,,,Partial curve; partial efficacy; poor fit,-4.75,1.4641,0.8218,-38.6972,-3.0894,-2.4,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0,-37.3594,,1.7452,-17.2728,-9.9605,1.8593,-6.2516,1.1214,3.5348,-10.0577,-5.6201,-5.7625,-7.537,-4.0674,,-24.6907,-24.0362,-37.3594,,,,,,,,,,,,,,,4,,-4.0639,,-7.789,-6.9299,-5.7679,-1.8922,-13.6378,-4.78,-0.4318,-5.3062,-2.0155,-7.1834,-4.592,-3.5326,,-13.1711,-26.3356,-4.0639,,,,,,,,,QC'd by SigmaAldrich
2724,26757823,6669,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164404-01/24061961,,Inactive,,,,,,,,,,4,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0,22.3136,,-21.1849,-25.6044,-17.1976,-13.4545,-9.932,-14.9227,-1.1705,5.8358,0.3183,11.3214,-14.5074,-14.8655,,-24.2449,0.9122,22.3136,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,24.5465,,-5.5099,-9.1728,-5.1066,-8.1866,2.6953,2.1049,-7.7725,-6.3489,-3.7973,-6.7073,4.4949,-10.5899,,-10.0407,0.5891,24.5465,,,,,,,,,,,,,,,4,,-7.4688,,-11.6591,-10.134,-8.072,-3.4665,-6.4415,-11.8987,2.8454,2.0618,-0.4367,7.4839,-11.0159,-6.7121,,-11.1164,-0.3742,-7.4688,,,,,,,,,QC'd by SigmaAldrich
2725,26757824,66347,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164405-01/24061376,,Inactive,,,,,,,,,,4,0 0 0 1 0 0 0 0 0 0 0 1 0 0 1,-1.5909,,-9.0516,-12.1676,-17.2025,-33.8824,-2.7316,10.2314,-0.1865,-7.6214,-1.6907,6.3594,4.9832,-13.4913,,-5.498,5.1324,-1.5909,,,,,,,,,,,,,,,4,,9.1519,,6.2041,16.7076,4.0375,-11.3003,23.2626,10.0411,13.951,-3.3132,2.9165,10.8327,8.9914,-4.9058,,3.2662,7.2346,9.1519,,,,,,,,,,,,,,,4,,-11.7729,,-11.8027,-16.594,-13.3535,-13.5107,-13.5974,-3.7732,-9.6674,-7.3106,-5.8824,-6.1823,-3.3027,-9.5892,,-9.5702,-2.3303,-11.7729,,,,,,,,,QC'd by SigmaAldrich
2726,26757825,69661,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164406-01/24061481,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 1 0 0 0 0,6.1591,,-7.9014,-25.3517,-20.7566,-15.7184,-1.6303,-7.8108,-4.9461,-12.6392,7.3127,7.5047,-12.6213,14.9788,,18.362,3.5718,6.1591,,,,,,,,,,,,,,,4,,8.2073,,-4.3232,-7.9064,-14.0531,16.7484,8.8131,-3.6726,1.5236,-5.9096,-4.3081,4.9987,3.9118,4.7245,,-7.8155,4.7151,8.2073,,,,,,,,,,,,,,,4,0 0 0 1 0 0 0 0 0 0 1 0 0 0 1,-8.3851,,-6.6044,-12.2489,-6.4969,-18.9031,-6.6672,-6.6243,-6.4018,-9.8182,1.8105,-3.526,-11.013,-1.9342,,7.9471,-3.0506,-8.3851,,,,,,,,,QC'd by SigmaAldrich
2727,26757826,12713,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164407-01/24062065,,Inactive,,,,,,,,,,4,,12.9914,,6.8586,2.6642,0.7531,-19.2633,16.0595,10.7376,-9.8578,7.513,9.995,4.9738,12.445,0.7291,,-2.559,24.5944,12.9914,,,,,,,,,,,,,,,4,,14.0284,,10.1839,14.3359,6.5867,-4.599,12.2514,20.5682,6.5453,3.0116,-1.5142,11.8422,14.8807,11.9676,,7.3065,21.5728,14.0284,,,,,,,,,,,,,,,4,,-6.6147,,-5.3543,-7.73,-4.8718,-9.0622,2.3222,-8.7612,-10.4367,-2.4647,3.889,-7.0395,-2.4677,-11.4006,,-9.7725,-0.1324,-6.6147,,,,,,,,,QC'd by SigmaAldrich
2728,26757827,8906,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164408-01/24062023,,Inactive,,,,,,,,,,4,,-15.9618,,7.3502,-6.8947,9.584,-5.773,-2.7302,-15.4388,-1.5364,-9.6752,-0.5542,-9.0415,-10.3407,-14.5184,,-6.5443,11.6162,-15.9618,,,,,,,,,,,,,,,4,,4.0537,,16.6768,0.599,14.0458,2.3741,13.9184,3.8081,7.6013,0.3042,-0.1054,1.7261,2.822,4.785,,1.8407,9.572,4.0537,,,,,,,,,,,,,,,4,,-20.5344,,-13.0317,-9.3268,-8.653,-9.5769,-13.1422,-17.8059,-10.831,-14.4134,-7.0781,-12.9776,-12.3456,-19.6748,,-12.9739,-4.0046,-20.5344,,,,,,,,,QC'd by SigmaAldrich
2729,26757828,20803,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164409-01/24062372,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,13.7384,,-17.7451,-12.2644,-12.2192,-2.7136,-8.8798,-6.9156,-3.7436,-11.5648,-15.459,-4.0667,-12.7068,-16.7179,,19.8991,0.2429,13.7384,,,,,,,,,,,,,,,4,,3.1484,,-5.3177,0.0361,-4.8069,6.7422,4.9534,7.9245,14.8787,-6.4866,2.6304,-1.3446,-11.8269,-5.4093,,3.3934,10.8969,3.1484,,,,,,,,,,,,,,,4,,0.203,,-9.5192,-7.1962,-5.3335,-5.5077,-6.4566,-9.7434,-9.9849,-7.0769,-11.8269,-4.0251,-1.0984,-10.2363,,3.619,-5.6617,0.203,,,,,,,,,QC'd by SigmaAldrich
2730,26757829,10470544,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164410-01/24062118,,Cytotoxic,44.6684,82.2123,,Partial curve; high efficacy,-4.45,4.9549,0.9629,-145.218,-1.4703,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-140.006,,-2.2364,3.4032,-8.7809,-3.4588,-5.7276,3.7384,-22.4284,1.3981,6.5038,4.3268,-0.6981,7.0226,,2.927,-72.7747,-140.006,,,,,,,,,Single point of activity,-4.55,4.9549,0.8183,-69.3205,-4.7358,-3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1,-31.036,,-4.7487,-5.1278,-5.7196,-2.761,-8.5709,-8.4015,-10.0429,-7.3325,-10.8342,-4.8038,1.2477,-4.7252,,9.7877,-52.5706,-31.036,,,,,,,,,Partial curve; high efficacy,-4.35,3.5117,0.9188,-78.8472,3.3651,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-81.1557,,0.9282,6.5817,-0.8051,1.1239,4.9152,7.3909,-6.1385,3.475,11.5427,5.4342,-0.1163,4.8738,,-6.1941,-10.1698,-81.1557,,,,,,,,,QC'd by SigmaAldrich
2731,26757830,135442967,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164411-01/24062505,,Inconclusive,,,,Complete curve; partial efficacy; poor fit,-4.85,4.4495,0.7591,-30.0376,2.913,-1.4,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-27.6137,,50.6243,-2.195,6.9857,19.4074,12.2631,1.8786,3.5343,-8.1704,0.2824,-5.9036,0.7718,3.1466,,-15.6773,-32.3321,-27.6137,,,,,,,,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0 0 0 1,6.9293,,58.7887,11.4009,15.5708,20.2766,23.3979,18.8892,27.0302,-4.3156,6.878,-4.1246,12.8123,5.7426,,5.0361,5.3874,6.9293,,,,,,,,,,,,,,,4,0 0 0 0 0 0 1 0 0 0 0 0 0 0 0,-28.1307,,-12.31,-11.3735,-8.4537,-3.5512,-8.7002,-15.1923,-17.4967,-6.4448,-7.8652,-3.4019,-10.3406,-7.0979,,-16.9349,-25.4676,-28.1307,,,,,,,,,QC'd by SigmaAldrich
2732,26757831,115157,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164412-01/24061391,,Inconclusive,35.4813,46.7736,,Partial curve; high efficacy,-4.4,4.4495,0.9545,-145.391,-5.2551,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-139.927,,-20.1877,-8.7051,-10.3357,-3.772,0.1873,-5.9955,-0.1921,2.397,-16.0382,1.39,-13.4036,10.2198,,-4.3448,-57.9936,-139.927,,,,,,,,,Partial curve; high efficacy,-4.35,3.5117,0.9298,-157.602,-4.2205,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-152.437,,-12.0847,-9.1407,-4.1473,7.0329,16.3835,-12.216,11.582,-6.234,-14.2929,-11.8034,2.977,-13.293,,-14.5682,-40.617,-152.437,,,,,,,,,Single point of activity,-4.45,1.8579,0.8378,39.2734,-7.5001,3,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0,31.1318,,-11.5639,-4.8759,-8.8539,-10.2492,-11.1455,-3.5388,-10.9731,-4.4117,-7.8208,0.1684,-12.8303,3.396,,-2.619,-15.3879,31.1318,,,,,,,,,QC'd by SigmaAldrich
2733,26757832,34706,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164413-01/24062487,,Inactive,,,,,,,,,,4,,-28.6716,,-18.139,-21.0125,-12.7828,7.6172,3.3298,-11.9397,-16.6787,3.033,-7.9101,1.0689,7.1959,5.1846,,3.795,-26.2899,-28.6716,,,,,,,,,,,,,,,4,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0,-21.9557,,6.1996,13.1528,1.0198,12.561,24.8875,0.4581,-2.0309,11.3776,1.8538,10.645,9.8066,10.2886,,11.6675,5.0796,-21.9557,,,,,,,,,,,,,,,4,,-8.7635,,-17.7293,-20.5028,-10.2453,-5.5464,-12.5615,-10.9664,-10.4242,-11.4263,-9.5863,-9.9055,-3.6898,-10.044,,-11.0472,-18.7663,-8.7635,,,,,,,,,QC'd by SigmaAldrich
2734,26757833,17816,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164414-01/24061867,,Inactive,,,,,,,,,,4,,-6.466,,-14.4186,-11.5404,-15.2045,-24.6013,-10.4074,-13.9704,-27.2907,-15.7386,-15.717,-5.4036,-13.7441,-11.8903,,-27.9982,-23.5697,-6.466,,,,,,,,,,,,,,,4,,-2.1513,,-0.6671,-3.4717,-7.7407,-0.1186,7.9565,-15.501,-10.4244,-14.9942,-9.8512,20.2533,-2.0227,-6.305,,-2.3809,-1.0158,-2.1513,,,,,,,,,,,,,,,4,,-13.8303,,-16.3791,-11.2123,-11.2933,-19.7245,-15.073,-7.6943,-16.1737,-10.9012,-11.9246,-21.8308,-12.8121,-14.0782,,-23.2835,-18.3522,-13.8303,,,,,,,,,QC'd by SigmaAldrich
2735,26757834,31225,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164415-01/24061802,,Inactive,,,,,,,,,,4,,-9.1584,,-6.4046,6.3615,6.0813,0.1314,1.7125,0.8021,-6.5327,-2.1712,15.7783,23.1176,-16.3099,-17.078,,5.0457,14.1765,-9.1584,,,,,,,,,,,,,,,4,,-3.6513,,1.8214,6.1093,0.7894,10.6458,14.086,4.7864,5.6377,-3.4387,6.3525,17.4364,6.3033,-0.8921,,2.5376,17.401,-3.6513,,,,,,,,,,,,,,,4,,-12.3728,,-11.9072,-5.2469,-2.6853,-11.0098,-10.6033,-9.381,-12.2038,-8.1183,-2.4092,-5.0143,-17.3332,-17.6399,,-7.3814,-7.0782,-12.3728,,,,,,,,,QC'd by SigmaAldrich
2736,26757835,91497,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164416-01/24061412,,Inactive,,,,,,,,,,4,,25.5017,,14.3137,-17.9133,-7.593,19.9587,5.2325,1.5518,1.7391,12.8192,-10.9538,-10.9902,-14.8358,2.0968,,5.8168,9.5581,25.5017,,,,,,,,,,,,,,,4,,26.9362,,12.857,5.8246,6.7004,25.7457,6.9582,11.1228,13.9877,3.4291,-3.765,10.4597,9.7661,11.0934,,22.5221,25.9329,26.9362,,,,,,,,,,,,,,,4,,-8.2476,,-3.4632,-14.5457,-9.8466,-5.5386,-0.8097,-8.9447,-8.9014,-0.4295,-6.6804,-15.0871,-14.6644,-10.864,,-14.6487,-10.6253,-8.2476,,,,,,,,,QC'd by SigmaAldrich
2737,26757836,22833317,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164417-01/24061935,,Inactive,,,,,,,,,,4,,-12.132,,-3.6583,-2.834,-13.2898,-11.9692,-6.5035,-19.8496,-25.9082,-20.5756,-5.0219,-5.8417,-21.0871,-7.2309,,-11.6688,-13.7598,-12.132,,,,,,,,,,,,,,,4,,-2.6562,,-0.6903,1.8581,-14.5963,-4.4535,5.5747,-7.8848,-9.3756,-19.4532,-3.5091,3.0979,-8.3017,-4.0985,,-9.8038,-2.6329,-2.6562,,,,,,,,,,,,,,,4,,-10.1979,,-4.7397,-3.3406,-0.3882,-4.8411,-5.6487,-8.8939,-9.8384,-4.8713,-3.8346,-7.5853,-7.376,-6.7498,,-5.1858,-6.3892,-10.1979,,,,,,,,,QC'd by SigmaAldrich
2738,26757837,24752,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164418-01/24061543,,Inactive,,,,,,,,,,4,,14.6566,,5.5109,10.1474,1.0387,21.2164,3.5262,14.3303,10.2936,39.7436,12.0234,13.0176,18.0873,22.4018,,10.9653,7.559,14.6566,,,,,,,,,,,,,,,4,,0.0221,,6.4835,15.2547,-4.0513,7.9569,15.9356,3.0044,4.9331,20.2334,3.4757,7.2947,5.7327,6.8598,,7.7837,8.175,0.0221,,,,,,,,,,,,,,,4,,2.9086,,-3.2293,-3.0786,1.7734,6.365,-5.4768,3.4809,1.8202,4.4586,2.0018,0.4043,6.2893,3.1107,,-2.393,-0.5668,2.9086,,,,,,,,,QC'd by SigmaAldrich
2739,26757838,6490,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164419-01/24062176,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 1 0 0 1 0 0 0 0,1.0737,,-5.9433,-9.9898,6.0705,10.9565,4.0641,8.4535,2.5511,22.4714,8.2234,18.7245,-24.965,-3.1961,,-1.1857,1.2432,1.0737,,,,,,,,,,,,,,,4,,-0.1008,,-11.9851,-10.8212,-18.9158,-6.6792,-12.4529,-10.9867,-7.6457,-4.7885,-6.1396,-0.3535,-20.7882,1.0425,,-3.8269,-2.3563,-0.1008,,,,,,,,,,,,,,,4,,-5.9814,,-1.7014,-2.938,11.2563,7.2187,7.6608,6.3988,2.7105,8.6245,3.4012,5.951,-6.6513,-7.9838,,-3.5155,-0.1549,-5.9814,,,,,,,,,QC'd by SigmaAldrich
2740,26757839,9908833,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164420-01/24061359,,Inactive,,,,,,,,,,4,,9.743,,5.2704,17.2504,2.8468,11.8583,16.4956,3.0906,2.1037,17.7792,6.9828,-1.2782,-1.976,15.9527,,29.5839,14.1769,9.743,,,,,,,,,,,,,,,4,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0,9.9404,,0.1906,4.824,1.7005,-3.0656,13.3217,-5.9981,-3.6006,7.3563,11.0031,13.4179,14.1318,13.9362,,16.7672,11.1965,9.9404,,,,,,,,,,,,,,,4,,-4.4247,,0.1643,6.346,-0.4478,8.047,2.7904,2.8268,2.4655,1.552,-4.1516,-9.3673,-8.2641,-2.7551,,2.963,1.8148,-4.4247,,,,,,,,,QC'd by SigmaAldrich
2741,26757840,441477,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164421-01/24062043,,Inactive,,,,,,,,,,4,,7.7853,,4.9553,-3.2515,-7.9217,-17.388,-13.2599,3.085,-4.4322,4.1214,-5.3028,5.5248,2.0971,0.7613,,-3.7761,3.4707,7.7853,,,,,,,,,,,,,,,4,,7.771,,-2.6281,2.967,-4.4612,3.756,-1.7928,-11.4779,1.9011,1.6107,0.214,3.1783,23.1124,-0.2552,,4.9222,7.1663,7.771,,,,,,,,,,,,,,,4,,-5.9652,,1.3633,-4.5038,-3.0378,-12.559,-5.8419,6.2365,-4.9256,-3.7017,-5.9031,-1.9288,-11.9581,-4.6072,,-9.3427,-2.9116,-5.9652,,,,,,,,,QC'd by SigmaAldrich
2742,26757841,23287279,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164422-01/24062258,,Inactive,,,,,,,,,,4,,-75.3455,,-17.024,-15.4948,-21.3752,-15.285,-9.9853,-3.7271,-24.8853,-17.2902,2.0082,-8.9832,-19.302,4.6217,,-27.0175,-5.3338,-75.3455,,,,,,,,,,,,,,,4,,-28.0888,,6.9883,8.8144,6.7027,-3.0199,19.3661,14.8234,12.1248,-6.7685,14.0115,2.9818,4.3749,9.584,,-0.6239,20.7533,-28.0888,,,,,,,,,,,,,,,4,,-35.0169,,-17.4644,-15.6419,-18.2155,-7.8781,-16.9227,-14.3275,-22.7296,-10.4141,-10.7943,-10.0574,-15.0629,-8.9523,,-18.9303,-16.185,-35.0169,,,,,,,,,QC'd by SigmaAldrich
2743,26757842,16700,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164423-01/24061232,,Inactive,,,,,,,,,,4,,-18.0321,,-13.8819,-28.3106,-24.085,-37.9432,-20.407,-5.1664,-19.0246,-8.9351,-23.4931,-25.9009,-38.6938,-5.0724,,-32.43,-14.0815,-18.0321,,,,,,,,,,,,,,,4,,-7.5681,,1.5388,1.6368,4.5531,-12.3671,9.3782,2.2218,-5.6146,-1.6282,-0.9711,-6.6894,5.1613,5.5525,,-4.24,6.5387,-7.5681,,,,,,,,,,,,,,,4,,-11.0882,,-12.7114,-19.604,-19.0326,-16.1262,-18.0068,-7.8847,-8.918,-9.1468,-16.4547,-14.0745,-27.6565,-11.9378,,-20.0817,-13.1344,-11.0882,,,,,,,,,QC'd by SigmaAldrich
2744,26757843,16682730,Active,92,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164424-01/24062534,,Inhibitor,0.1413,105.593,,Complete curve; high efficacy,-6.65,1,0.9716,-122.275,12.961,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-109.412,,7.7452,12.2504,8.7668,15.6429,-10.7976,1.1013,-42.8366,-64.0448,-89.5751,-104.153,-96.8695,-112.705,,-136.84,-131.533,-109.412,,,,,,,,,Complete curve; high efficacy,-6.85,1.2876,0.9839,-98.5887,7.0039,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-90.8522,,2.666,8.3093,5.6371,5.3507,-9.1803,-6.4643,-49.0586,-65.4187,-84.0141,-90.6482,-93.5043,-93.0479,,-108.422,-105.69,-90.8522,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-16.7127,,0.8142,1.343,1.0629,6.3437,0.3125,3.3784,12.5304,10.4784,8.1154,-4.0419,4.2433,-11.6755,,-17.3458,-26.6639,-16.7127,,,,,,,,,QC'd by SigmaAldrich
2745,26757844,16684434,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164425-01/24061995,,Inhibitor,22.3872,160.107,,Complete curve; high efficacy; poor fit,-4.85,1.2221,0.8576,-131.364,15.1047,-1.3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-99.2037,,19.2719,10.3208,8.8008,11.5358,20.7162,22.6612,14.5006,20.7342,23.0271,-1.3369,-32.3924,-20.7392,,-26.3389,-135.97,-99.2037,,,,,,,,,Partial curve; high efficacy; poor fit,-4.65,1.4641,0.8319,-158.513,1.5944,-2.3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-113.585,,4.1353,-5.6646,1.0036,14.0593,12.0668,6.0462,8.6619,3.1602,-2.7509,-12.1594,-37.7066,-24.0865,,-20.4489,-145.381,-113.585,,,,,,,,,,,,,,,4,,8.3258,,5.7201,8.3675,3.4061,-1.0187,5.9623,6.7402,2.7446,5.3352,11.8006,3.9044,0.8856,-2.0543,,-5.9409,12.1722,8.3258,,,,,,,,,QC'd by SigmaAldrich
2746,26757845,29194,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164426-01/24061298,,Inactive,,,,,,,,,,4,,27.9412,,17.6379,11.3618,12.4594,17.8311,22.462,29.048,13.1286,15.6093,15.3843,43.5205,11.8674,29.0728,,31.1819,12.8825,27.9412,,,,,,,,,,,,,,,4,,-2.517,,9.4759,15.5309,8.0826,14.3475,25.3816,16.6384,9.5726,3.4262,8.4981,18.6867,-4.9997,8.1244,,16.2453,-1.2589,-2.517,,,,,,,,,,,,,,,4,,8.4829,,-4.057,-9.4735,-4.5821,-4.6919,-7.2326,-1.9174,-4.8176,-2.7089,-4.4551,4.8904,4.1828,1.7091,,-1.7675,3.4194,8.4829,,,,,,,,,QC'd by SigmaAldrich
2747,26757846,6529,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164427-01/24061224,,Inactive,,,,,,,,,,4,,17.8607,,-1.1889,-26.1801,0.9024,-7.2661,8.4319,9.2453,-6.7463,-0.951,-1.2085,11.9782,-56.2929,14.2124,,-20.4037,13.8366,17.8607,,,,,,,,,,,,,,,4,,9.3392,,-4.3148,-19.6271,-5.583,-16.0768,-0.221,-1.4788,-4.109,-19.7893,-16.4639,-3.2703,-29.394,-0.6636,,-25.4602,-18.1764,9.3392,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 1 0 0 0 1,-4.5776,,-4.4878,-8.2227,-0.8692,1.7297,2.1347,-0.2916,-5.9347,4.173,3.7015,2.4007,-21.9306,-0.3213,,-2.4411,16.6811,-4.5776,,,,,,,,,QC'd by SigmaAldrich
2748,26757847,61460,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-p1/NCGC00164428-01/24062365,,Inactive,,,,,,,,,,4,,-16.4092,,-0.36,-11.8332,-3.4249,2.0388,-21.2088,-20.0663,-16.532,0.6924,-15.9719,0.5938,3.263,-6.7632,,-11.557,3.9,-16.4092,,,,,,,,,,,,,,,4,,-1.6113,,2.6963,-5.2629,5.2777,0.6543,-1.5929,6.6349,7.1138,-4.4453,-3.2477,4.6413,11.0073,1.29,,7.3312,14.2183,-1.6113,,,,,,,,,,,,,,,4,,-13.6904,,-5.2324,-4.5929,-6.7599,-0.2126,-10.731,-17.9175,-14.8203,-1.8875,-9.9373,-5.8391,-5.6384,-9.8962,,-15.2402,-7.3352,-13.6904,,,,,,,,,QC'd by SigmaAldrich
