PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),530 nm Activity,530 nm Potency (uM),530 nm Efficacy (%),460 nm Activity,460 nm Potency (uM),460 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
5072,144208625,7839,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5073,144208626,5280961,Active,46,,,active antagonist,active antagonist,38.2442,-51.6646,inactive,,0,active antagonist,30.3785,-85.9486,inconclusive antagonist,,0,SigmaAldrich
5074,144208627,3037,Inconclusive,5,,,inconclusive,inconclusive agonist,62.7703,359.222,active antagonist,55.9441,-84.5865,active antagonist,38.1143,-137.274,active antagonist,28.0385,-113.528,SIGMA
5075,144208628,13165,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,49.674,89.7242,inactive,,0,active agonist,41.0011,101.198,inactive,,0,SIGMA
5076,144208629,22833326,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,0,inactive,,0,active antagonist,15.5129,-38.3554,inactive,,0,SigmaAldrich
5077,144208630,40585,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,57.1802,-81.8591,inactive,,0,ChemService
5078,144208631,10793,Inconclusive,5,,,inconclusive,active antagonist,61.5226,-88.1783,inactive,,0,inconclusive,,0,inconclusive antagonist,56.9772,-94.6048,Alfa Aesar
5079,144208632,30360,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Sensient
5080,144208633,15553,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5081,144208634,7946,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5082,144208635,25054,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5083,144208636,3120,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5084,144208637,8800,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,ChemService
5085,144208638,7610,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5086,144208639,16724,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5087,144208640,6947,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5088,144208641,7915,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5089,144208642,5281708,Active,49,,,active antagonist,active antagonist,7.68472,-36.5613,inactive,,0,active antagonist,19.3032,-52.1481,inconclusive antagonist,,0,SigmaAldrich
5090,144208643,7394,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5091,144208644,13521,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5092,144208645,7057995,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5093,144208646,39327,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5094,144208647,12868,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,0,City Chemical
5095,144208648,40399,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,51.7154,58.6858,inactive,,0,active agonist,54.7797,86.8906,inactive,,0,Sensient
5096,144208649,5383,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5097,144208650,7947,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5098,144208651,8111,Inconclusive,5,,,inconclusive,inconclusive agonist,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5099,144208652,638014,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5100,144208653,82190,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5101,144208654,62485,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,11.7753,-36.6884,inconclusive antagonist,49.656,-69.7664,SigmaAldrich
5102,144208655,6838,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Supelco
5103,144208656,2272,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,ChemService
5104,144208657,33528,Active,49,,,active antagonist,active antagonist,34.7418,-100.081,inactive,,0,active antagonist,32.7984,-122.146,inactive,,0,SIGMA
5105,144208658,7000,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5106,144208659,8033,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5107,144208660,1493,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,21.9661,95.4585,inactive,,0,inconclusive agonist,20.7373,76.2594,inactive,,0,SIGMA
5108,144208661,7497,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5109,144208662,7473,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5110,144208663,5104,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Acros
5111,144208664,73665,Active,45,,,active antagonist,active antagonist,60.5891,-63.233,inactive,,0,active antagonist,60.5891,-65.921,inactive,,0,SIGMA
5112,144208665,73864,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,-54.9962,inconclusive,,0,inconclusive antagonist,43.449,-172.116,inactive,,0,SIGMA
5113,144208666,65064,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5114,144208667,43234,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5115,144208668,8091,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5116,144208669,338,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5117,144208670,8980,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,SigmaAldrich
5118,144208671,26295,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5119,144208672,12276,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5120,144208673,53232,Inconclusive,5,,,inconclusive,inconclusive,,0,active antagonist,67.484,-75.7234,active antagonist,46.867,-137.776,inconclusive antagonist,70.1241,-128.154,SigmaAldrich
5121,144208674,2735009,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5122,144208675,4421,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5123,144208676,7047,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5124,144208677,8141,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5125,144208678,10850,Inconclusive,5,,,inconclusive,inconclusive antagonist,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5126,144208679,7966,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5127,144208680,8119,Inconclusive,5,,,inconclusive,inconclusive agonist,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5128,144208681,11579,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5129,144208682,73675,Inconclusive,5,,,inconclusive,inconclusive,,0,inactive,,0,inconclusive agonist,,4.49991,inactive,,0,SIGMA
5130,144208683,8087,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,ChemService
5131,144208684,39424,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,6.15392,54.4364,inactive,,0,active agonist,6.15392,52.6914,inactive,,0,Crescent
5132,144208685,6251,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5133,144208686,8139,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5134,144208687,13286,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5135,144208688,6406,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5136,144208689,62783,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5137,144208690,7789,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,15.5319,58.964,inactive,,0,SigmaAldrich
5138,144208691,135465076,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5139,144208692,7837,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,0,inactive,,0,SIGMA
5140,144208693,3036,Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,23.7879,-47.1887,inactive,,0,inconclusive antagonist,52.2423,-75.6308,inconclusive antagonist,51.2494,-81.0026,SIGMA
5141,144208694,7061,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5142,144208695,12463,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5143,144208696,2734956,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5144,144208697,14286,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,0,inactive,,0,SIGMA
5145,144208698,41206,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,41.2806,-51.4927,inactive,,0,inconclusive antagonist,49.0621,-96.6444,inactive,,0,SIGMA
5146,144208699,7220,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,0,inactive,,0,SIGMA
5147,144208700,15909,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5148,144208701,22420,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,SIGMA
5149,144208702,795,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5150,144208703,7833,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,SIGMA
5151,144208704,57363,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5152,144208705,5503,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,0,SigmaAldrich
5153,144208706,11957,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,ChemService
5154,144208707,9415,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5155,144208708,6418,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5156,144208709,8289,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Fisher
5157,144208710,5271566,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5158,144208711,10005,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5159,144208712,21531,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5160,144208713,7391,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5161,144208714,16560,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,4.94999,62.9124,inactive,,0,ChemService
5162,144208715,8892,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5163,144208716,9352,Inconclusive,5,,,inconclusive,inconclusive agonist,,0,inactive,,0,inactive,,0,inactive,,0,ChemService
5164,144208717,8561,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,TCI
5165,144208718,169132,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,0,inactive,,0,SIGMA
5166,144208719,8341,Inconclusive,5,,,inconclusive,inconclusive agonist,,0,inactive,,0,inconclusive antagonist,45.3744,-73.092,inactive,,0,SIGMA
5167,144208720,11123,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5168,144208721,7249,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5169,144208722,67172,Active,51,,,active antagonist,active antagonist,22.7392,-93.1899,inconclusive agonist,,9.61934,active antagonist,15.4921,-90.656,inactive,,0,SIGMA
5170,144208723,12232,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,SIGMA
5171,144208724,6579,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5172,144208725,896,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5173,144208726,338733,Inconclusive,5,,,inconclusive,inconclusive agonist,24.9712,112.555,active antagonist,32.1692,-77.7733,active antagonist,30.022,-134.12,active antagonist,29.6784,-103.58,Alfa Aesar
5174,144208727,8398,Inconclusive,5,,,inconclusive,active agonist,29.8816,487.117,active antagonist,18.1442,-83.6537,active antagonist,14.4124,-109.13,active antagonist,9.81907,-102.129,SigmaAldrich
5175,144208728,5281872,Inconclusive,5,,,inconclusive,inconclusive antagonist,9.01627,-32.9264,inactive,,0,inactive,,0,inconclusive antagonist,42.6606,-54.8319,ChemService
5176,144208729,47326,Inconclusive,5,,,inconclusive,active antagonist,20.4028,-29.4427,inactive,,0,inactive,,0,inactive,,0,SIGMA
5177,144208730,6498,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5178,144208731,31242,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5179,144208732,12958,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,56.7068,41.8659,inactive,,0,SigmaAldrich
5180,144208733,12713,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5181,144208734,525,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5182,144208735,61057,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5183,144208736,23667648,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Sensient
5184,144208737,16013,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5185,144208738,28777,Inconclusive,5,,,inconclusive,inconclusive agonist,1.09528,1074.47,inconclusive antagonist,54.8939,-70.0283,active antagonist,48.9243,-116.227,inconclusive antagonist,54.8939,-102.95,Sensient
5186,144208739,24309,Inconclusive,5,,,inconclusive,inconclusive antagonist,5.89377,-23.0847,inactive,,0,inactive,,0,inactive,,0,SIGMA
5187,144208740,5280443,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,19.0172,-106.214,inactive,,0,active antagonist,19.0172,-124.513,inconclusive antagonist,49.638,-101.495,SigmaAldrich
5188,144208741,4133,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,0,inactive,,0,SIGMA
5189,144208742,6009,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5190,144208743,7271,Inconclusive,10,,,inconclusive agonist (cytotoxic),inconclusive agonist,48.601,83.6649,inactive,,0,inconclusive agonist,,-0.58796,inconclusive antagonist,57.7624,-57.2865,SIGMA
5191,144208744,6529,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,Fisher
5192,144208745,6167,Inconclusive,20,,,active agonist,active agonist,0.0657896,124.434,inactive,,0,active agonist,0.0256935,105.303,inactive,,0,SIGMA
5193,144208746,11167,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5194,144208747,8816,Inconclusive,5,,,inconclusive,active agonist,60.9269,319.924,active antagonist,32.3451,-94.4252,active antagonist,21.2068,-150.939,active antagonist,17.5042,-99.8769,TCI
5195,144208748,7104,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5196,144208749,37175,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,52.0263,-48.1905,active antagonist,43.7747,-104.83,inconclusive antagonist,30.9901,-53.8844,SigmaAldrich
5197,144208750,7327,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,ChemService
5198,144208751,7642,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Sensient
5199,144208752,7347,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,0.033577,46.5085,inactive,,0,SigmaAldrich
5200,144208753,31279,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5201,144208754,6837,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5202,144208755,13246,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5203,144208756,8723,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5204,144208757,1986,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5205,144208758,15767,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5206,144208759,7991,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5207,144208760,2314,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,40.3368,45.7032,inactive,,0,SIGMA
5208,144208761,7173,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5209,144208762,5865,Active,63,,,active antagonist,active antagonist,2.37156,-101.218,inactive,,0,active antagonist,3.61715,-85.6475,inactive,,0,SIGMA
5210,144208763,3639,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5211,144208764,8419,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5212,144208765,11937,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,,0,active agonist,30.2643,102.237,active agonist,17.0189,208.058,inactive,,0,SIGMA
5213,144208766,7352,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,SIGMA
5214,144208767,5455,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,10.8121,87.4081,inactive,,0,inconclusive agonist,24.2053,171.372,inactive,,0,SIGMA
5215,144208768,6423,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5216,144208769,12251,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5217,144208770,16653,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,ChemService
5218,144208771,7351,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5219,144208772,73672,Inconclusive,5,,,inconclusive,inconclusive antagonist,49.134,-57.6514,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5220,144208773,7864,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5221,144208774,10541,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5222,144208775,7969,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,SigmaAldrich
5223,144208776,16584,Active,51,,,active antagonist,active antagonist,13.3574,-72.2248,inactive,,0,active antagonist,13.88,-61.3796,inactive,,0,SigmaAldrich
5224,144208777,7076,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5225,144208778,10707,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,41.4675,-86.1424,inactive,,0,inconclusive antagonist,56.3691,-131.828,active antagonist,60.866,-92.274,SigmaAldrich
5226,144208779,24434,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,0,inactive,,0,SigmaAldrich
5227,144208780,998,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,0,Alfa Aesar
5228,144208781,8160,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5229,144208782,20087,Inconclusive,5,,,inconclusive,active agonist,7.84425,1353.13,inconclusive antagonist,49.4939,-104.184,inconclusive antagonist,49.4939,-117.575,inconclusive antagonist,44.1115,-114.274,Sensient
5230,144208783,8184,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5231,144208784,40326,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,ChemService
5232,144208785,5963,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5233,144208786,5284441,Inconclusive,5,,,inconclusive,inconclusive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5234,144208787,8449,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,SIGMA
5235,144208788,12170,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5236,144208789,7418,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
5237,144208790,299,Inconclusive,5,,,inconclusive,inconclusive agonist,,188.422,active antagonist,42.932,-93.1469,active antagonist,17.3116,-135.294,active antagonist,27.7902,-103.5,SigmaAldrich
5238,144208791,6540,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,0,SigmaAldrich
5239,144208792,6269,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,0,inactive,,0,SIGMA
5240,144208793,3346,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
5241,144208794,7451,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,0,inconclusive agonist,,0,SIGMA
5242,144208795,235227,Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,17.3101,-54.9058,inconclusive antagonist,54.7394,-84.4211,active antagonist,24.4512,-170.85,active antagonist,27.4347,-132.733,SigmaAldrich
5243,144208796,91511,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,52.0898,-93.9269,inconclusive antagonist,61.9089,-44.2801,inconclusive antagonist,55.1764,-127.934,active antagonist,57.335,-116.421,SigmaAldrich
